score_delta,n_min,tau,attribute,conditioning,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
2.0,10,0.0,choice_diversity,high_q75,models/chat-bison-001,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.10344827586206896,0.05555555555555555,0.2777777777777778,29.0,36.0,36.0,0.0015964240102171138,0.05555555555555555
2.0,10,0.0,choice_diversity,high_q75,claude-instant-1,command-light,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-light,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.043478260869565216,0.2413793103448276,0.14285714285714285,23.0,29.0,21.0,0.0014992503748125937,0.043478260869565216
2.0,10,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,claude-instant-1,command-nightly > claude-instant-1,timdettmers/guanaco-33b-merged > command-nightly,claude-instant-1 > timdettmers/guanaco-33b-merged,0.034482758620689655,0.3103448275862069,0.125,29.0,29.0,32.0,0.00133769322235434,0.034482758620689655
2.0,10,0.0,choice_diversity,high_q75,claude-2.1,gpt-3.5-turbo,gpt-4,claude-2.1 > gpt-3.5-turbo,gpt-3.5-turbo > gpt-4,gpt-4 > claude-2.1,0.16666666666666666,0.043478260869565216,0.18181818181818182,12.0,23.0,22.0,0.0013175230566534913,0.043478260869565216
2.0,10,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,0.12,0.3103448275862069,0.034482758620689655,25.0,29.0,29.0,0.0012841854934601664,0.034482758620689655
2.0,10,0.0,choice_diversity,high_q75,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.45454545454545453,0.05263157894736842,0.05263157894736842,11.0,19.0,19.0,0.0012591286829513975,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.034482758620689655,0.1111111111111111,0.28,29.0,27.0,25.0,0.0010727969348659004,0.034482758620689655
2.0,10,0.0,choice_diversity,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,command-nightly > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > command-nightly,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.3333333333333333,0.047619047619047616,0.05263157894736842,21.0,21.0,19.0,0.000835421888053467,0.047619047619047616
2.0,10,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,command-nightly,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > command-nightly,command-nightly > HuggingFaceH4/zephyr-7b-beta,0.12,0.03333333333333333,0.19230769230769232,25.0,30.0,26.0,0.0007692307692307693,0.03333333333333333
2.0,10,0.0,choice_diversity,high_q75,claude-2,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > claude-2,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.1111111111111111,0.1111111111111111,0.05263157894736842,18.0,18.0,19.0,0.000649772579597141,0.05263157894736842
2.0,10,0.0,choice_diversity,high_q75,command-light,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,command-light > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > command-light,0.09090909090909091,0.06896551724137931,0.09090909090909091,22.0,29.0,22.0,0.0005699629524080935,0.06896551724137931
2.0,10,0.0,choice_diversity,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.034482758620689655,0.047619047619047616,0.3333333333333333,29.0,21.0,24.0,0.0005473453749315817,0.034482758620689655
2.0,10,0.0,choice_diversity,high_q75,command-nightly,meta-llama/Llama-2-70b-chat-hf,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf > command-nightly,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,0.19230769230769232,0.047619047619047616,0.058823529411764705,26.0,21.0,17.0,0.0005386770092652446,0.047619047619047616
2.0,10,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.058823529411764705,0.06896551724137931,0.10344827586206896,17.0,29.0,29.0,0.00041966846191508707,0.058823529411764705
2.0,10,0.0,choice_diversity,high_q75,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,0.034482758620689655,0.05263157894736842,0.058823529411764705,29.0,19.0,17.0,0.00010675776662752215,0.034482758620689655
2.0,10,0.0,choice_diversity,high_q75,claude-instant-1,command-light,command-nightly,claude-instant-1 > command-light,command-light > command-nightly,command-nightly > claude-instant-1,0.043478260869565216,0.03333333333333333,0.034482758620689655,23.0,30.0,29.0,4.9975012493753125e-05,0.03333333333333333
2.0,10,0.05,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.8666666666666667,0.6363636363636364,0.14285714285714285,15.0,11.0,21.0,0.07878787878787878,0.14285714285714285
2.0,10,0.05,choice_diversity,high_q75,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > gpt-3.5-turbo,0.07692307692307693,0.6363636363636364,0.5833333333333334,13.0,11.0,24.0,0.028554778554778556,0.07692307692307693
2.0,10,0.05,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.5517241379310345,0.28,21.0,29.0,25.0,0.02206896551724138,0.14285714285714285
2.0,10,0.05,choice_diversity,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.6363636363636364,0.14285714285714285,0.2,11.0,21.0,10.0,0.01818181818181818,0.14285714285714285
2.0,10,0.05,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.3333333333333333,0.36363636363636365,0.14285714285714285,24.0,22.0,21.0,0.017316017316017316,0.14285714285714285
2.0,10,0.05,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.19230769230769232,0.3103448275862069,0.2777777777777778,26.0,29.0,36.0,0.016578249336870028,0.19230769230769232
2.0,10,0.05,choice_diversity,high_q75,claude-2.1,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.4666666666666667,0.5652173913043478,0.05263157894736842,15.0,23.0,19.0,0.013882532418001525,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > timdettmers/guanaco-33b-merged,0.14285714285714285,0.6190476190476191,0.125,21.0,21.0,32.0,0.011054421768707483,0.125
2.0,10,0.05,choice_diversity,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.05263157894736842,0.3333333333333333,0.375,19.0,12.0,16.0,0.006578947368421052,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.05263157894736842,0.36363636363636365,0.2,19.0,22.0,20.0,0.003827751196172249,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.2222222222222222,0.2,0.05263157894736842,18.0,15.0,19.0,0.0023391812865497076,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,gpt-4,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.34782608695652173,0.12,0.05263157894736842,23.0,25.0,19.0,0.0021967963386727686,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.05263157894736842,0.06896551724137931,0.5454545454545454,19.0,29.0,22.0,0.001979871308364956,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,models/chat-bison-001,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.10344827586206896,0.05555555555555555,0.2777777777777778,29.0,36.0,36.0,0.0015964240102171138,0.05555555555555555
2.0,10,0.05,choice_diversity,high_q75,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.45454545454545453,0.05263157894736842,0.05263157894736842,11.0,19.0,19.0,0.0012591286829513975,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,claude-2,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > claude-2,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.1111111111111111,0.1111111111111111,0.05263157894736842,18.0,18.0,19.0,0.000649772579597141,0.05263157894736842
2.0,10,0.05,choice_diversity,high_q75,command-light,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,command-light > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > command-light,0.09090909090909091,0.06896551724137931,0.09090909090909091,22.0,29.0,22.0,0.0005699629524080935,0.06896551724137931
2.0,10,0.05,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.058823529411764705,0.06896551724137931,0.10344827586206896,17.0,29.0,29.0,0.00041966846191508707,0.058823529411764705
2.0,10,0.1,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.8666666666666667,0.6363636363636364,0.14285714285714285,15.0,11.0,21.0,0.07878787878787878,0.14285714285714285
2.0,10,0.1,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > models/chat-bison-001,0.14285714285714285,0.5517241379310345,0.28,21.0,29.0,25.0,0.02206896551724138,0.14285714285714285
2.0,10,0.1,choice_diversity,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.6363636363636364,0.14285714285714285,0.2,11.0,21.0,10.0,0.01818181818181818,0.14285714285714285
2.0,10,0.1,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.3333333333333333,0.36363636363636365,0.14285714285714285,24.0,22.0,21.0,0.017316017316017316,0.14285714285714285
2.0,10,0.1,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.19230769230769232,0.3103448275862069,0.2777777777777778,26.0,29.0,36.0,0.016578249336870028,0.19230769230769232
2.0,10,0.1,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > timdettmers/guanaco-33b-merged,0.14285714285714285,0.6190476190476191,0.125,21.0,21.0,32.0,0.011054421768707483,0.125
2.0,25,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.19230769230769232,0.3103448275862069,0.2777777777777778,26.0,29.0,36.0,0.016578249336870028,0.19230769230769232
2.0,25,0.0,choice_diversity,high_q75,gpt-4-1106-preview,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.034482758620689655,0.3333333333333333,0.2777777777777778,29.0,27.0,36.0,0.0031928480204342275,0.034482758620689655
2.0,25,0.0,choice_diversity,high_q75,models/chat-bison-001,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.10344827586206896,0.05555555555555555,0.2777777777777778,29.0,36.0,36.0,0.0015964240102171138,0.05555555555555555
2.0,25,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,claude-instant-1,command-nightly > claude-instant-1,timdettmers/guanaco-33b-merged > command-nightly,claude-instant-1 > timdettmers/guanaco-33b-merged,0.034482758620689655,0.3103448275862069,0.125,29.0,29.0,32.0,0.00133769322235434,0.034482758620689655
2.0,25,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,gpt-4-1106-preview,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > HuggingFaceH4/zephyr-7b-beta,0.12,0.3103448275862069,0.034482758620689655,25.0,29.0,29.0,0.0012841854934601664,0.034482758620689655
2.0,25,0.0,choice_diversity,high_q75,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.034482758620689655,0.1111111111111111,0.28,29.0,27.0,25.0,0.0010727969348659004,0.034482758620689655
2.0,25,0.0,choice_diversity,high_q75,HuggingFaceH4/zephyr-7b-beta,command-light,command-nightly,HuggingFaceH4/zephyr-7b-beta > command-light,command-light > command-nightly,command-nightly > HuggingFaceH4/zephyr-7b-beta,0.12,0.03333333333333333,0.19230769230769232,25.0,30.0,26.0,0.0007692307692307693,0.03333333333333333
2.0,25,0.05,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.19230769230769232,0.3103448275862069,0.2777777777777778,26.0,29.0,36.0,0.016578249336870028,0.19230769230769232
2.0,25,0.05,choice_diversity,high_q75,models/chat-bison-001,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.10344827586206896,0.05555555555555555,0.2777777777777778,29.0,36.0,36.0,0.0015964240102171138,0.05555555555555555
2.0,25,0.1,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.19230769230769232,0.3103448275862069,0.2777777777777778,26.0,29.0,36.0,0.016578249336870028,0.19230769230769232
5.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,1.0,0.6363636363636364,0.18181818181818182,14.0,11.0,22.0,0.11570247933884298,0.18181818181818182
5.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,meta-llama/Llama-2-13b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,0.6363636363636364,0.16666666666666666,0.2,11.0,24.0,10.0,0.02121212121212121,0.16666666666666666
5.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > models/chat-bison-001,0.18181818181818182,0.4642857142857143,0.25,22.0,28.0,24.0,0.021103896103896104,0.18181818181818182
5.0,10,0.0,choice_diversity,high_q75,command-nightly,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-nightly > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-nightly,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.15384615384615385,0.4482758620689655,0.25,26.0,29.0,32.0,0.017241379310344827,0.15384615384615385
5.0,10,0.0,choice_diversity,high_q75,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,claude-instant-1,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > timdettmers/guanaco-33b-merged,0.18181818181818182,0.6,0.125,22.0,20.0,32.0,0.013636363636363636,0.125
5.0,10,0.0,choice_diversity,high_q75,claude-instant-1,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.21739130434782608,0.3333333333333333,0.18181818181818182,23.0,18.0,22.0,0.013175230566534912,0.18181818181818182
